Churn,Contract,customerID,Dependents,DeviceProtection,gender,InternetService,MultipleLines,Sum of MonthlyCharges,Sum of numAdminTickets,Sum of numTechTickets,OnlineBackup,OnlineSecurity,PaperlessBilling,Partner,PaymentMethod,PhoneService,SeniorCitizen,StreamingTV,StreamingMovies,TechSupport,Sum of tenure,Sum of TotalCharges
No,Two year,1098-KFQEC,Yes,No internet service,Female,No,No,19.4,3,0,No internet service,No internet service,No,Yes,Credit card (automatic),Yes,No,No internet service,No internet service,No internet service,55,1083
No,Two year,1099-GODLO,Yes,No internet service,Female,No,No,20.35,0,0,No internet service,No internet service,No,Yes,Mailed check,Yes,No,No internet service,No internet service,No internet service,1,20.35
No,Two year,1106-HRLKZ,Yes,No internet service,Male,No,No,19.6,0,0,No internet service,No internet service,No,Yes,Mailed check,Yes,No,No internet service,No internet service,No internet service,40,808.95
No,Two year,1116-DXXDF,No,Yes,Male,Fiber optic,No,100.45,0,0,No,Yes,Yes,No,Electronic check,Yes,No,Yes,Yes,No,39,3801.7
No,Two year,1116-FRYVH,Yes,No,Female,DSL,No phone service,39.4,2,0,Yes,Yes,No,Yes,Mailed check,No,No,No,No,Yes,48,1978.65
No,Two year,1131-QQZEB,No,No internet service,Male,No,Yes,23.95,0,0,No internet service,No internet service,No,Yes,Bank transfer (automatic),Yes,Yes,No internet service,No internet service,No internet service,71,1756.2
No,Two year,1139-WUOAH,No,Yes,Male,DSL,No phone service,53.35,0,0,No,No,No,No,Credit card (automatic),No,No,Yes,Yes,Yes,57,3090.05
No,Two year,1162-ECVII,No,Yes,Male,Fiber optic,Yes,109.75,3,0,Yes,No,Yes,Yes,Bank transfer (automatic),Yes,Yes,Yes,Yes,Yes,72,7932.5
No,Two year,1163-VIPRI,Yes,Yes,Female,Fiber optic,Yes,109.3,0,0,No,Yes,No,Yes,Electronic check,Yes,No,Yes,Yes,Yes,65,7337.55
No,Two year,1166-PQLGG,Yes,No internet service,Female,No,No,19.55,0,0,No internet service,No internet service,No,Yes,Bank transfer (automatic),Yes,No,No internet service,No internet service,No internet service,72,1463.45
No,Two year,1167-OYZJF,No,No internet service,Female,No,No,20.05,3,0,No internet service,No internet service,Yes,Yes,Bank transfer (automatic),Yes,Yes,No internet service,No internet service,No internet service,67,1263.05
No,Two year,1172-VIYBP,Yes,No,Male,DSL,Yes,69.7,0,0,Yes,Yes,No,Yes,Bank transfer (automatic),Yes,No,No,Yes,No,53,3686.05
No,Two year,1187-WILMM,Yes,Yes,Male,DSL,Yes,89.4,0,0,Yes,Yes,Yes,Yes,Credit card (automatic),Yes,No,Yes,Yes,Yes,63,5597.65
No,Two year,1194-BHJYC,No,Yes,Male,DSL,No phone service,62.15,2,0,No,Yes,Yes,Yes,Mailed check,No,No,Yes,Yes,Yes,61,3778.85
No,Two year,1206-EHBDD,No,Yes,Female,Fiber optic,No,80.3,0,0,No,Yes,No,Yes,Bank transfer (automatic),Yes,No,No,No,No,56,4513.65
No,Two year,1207-BLKSA,Yes,No internet service,Female,No,Yes,23.05,2,0,No internet service,No internet service,No,Yes,Mailed check,Yes,No,No internet service,No internet service,No internet service,52,1255.1
No,Two year,1209-VFFOC,Yes,Yes,Male,DSL,No phone service,56.4,0,0,Yes,Yes,Yes,Yes,Mailed check,No,No,No,Yes,Yes,68,3948.45
No,Two year,1215-EXRMO,No,No internet service,Male,No,No,20.55,0,0,No internet service,No internet service,No,Yes,Mailed check,Yes,No,No internet service,No internet service,No internet service,50,1067.65
No,Two year,1221-GHZEP,No,No,Female,DSL,No,65.1,0,0,No,Yes,Yes,No,Mailed check,Yes,No,No,Yes,Yes,62,3846.75
No,Two year,1223-UNPKS,Yes,No internet service,Male,No,No,20.05,0,0,No internet service,No internet service,No,Yes,Mailed check,Yes,No,No internet service,No internet service,No internet service,20,400
No,Two year,1227-UDMZR,No,Yes,Female,DSL,Yes,91.15,0,0,Yes,Yes,Yes,Yes,Bank transfer (automatic),Yes,No,Yes,Yes,Yes,72,6637.9
No,Two year,1231-YNDEK,No,No internet service,Male,No,No,19.15,3,0,No internet service,No internet service,Yes,No,Bank transfer (automatic),Yes,No,No internet service,No internet service,No internet service,58,1035.5
No,Two year,1240-HCBOH,No,No internet service,Female,No,Yes,26.1,4,0,No internet service,No internet service,Yes,No,Mailed check,Yes,No,No internet service,No internet service,No internet service,67,1759.55
No,Two year,1241-EZFMJ,No,No internet service,Male,No,Yes,25.45,0,0,No internet service,No internet service,No,Yes,Bank transfer (automatic),Yes,No,No internet service,No internet service,No internet service,61,1538.6
No,Two year,1241-FPMOF,No,No internet service,Male,No,No,19.65,0,0,No internet service,No internet service,No,No,Mailed check,Yes,No,No internet service,No internet service,No internet service,52,1025.05
No,Two year,1245-HARPS,No,No internet service,Female,No,No,20.4,0,0,No internet service,No internet service,No,Yes,Mailed check,Yes,No,No internet service,No internet service,No internet service,14,292.4
No,Two year,1248-DYXUB,Yes,No internet service,Male,No,Yes,24.8,0,0,No internet service,No internet service,No,Yes,Mailed check,Yes,No,No internet service,No internet service,No internet service,52,1229.1
No,Two year,1265-BCFEO,No,Yes,Female,DSL,Yes,80.45,0,0,No,No,Yes,Yes,Bank transfer (automatic),Yes,No,Yes,Yes,Yes,71,5662.25
No,Two year,1265-ZFOSD,No,Yes,Female,DSL,Yes,81.3,0,0,Yes,Yes,Yes,Yes,Mailed check,Yes,No,No,Yes,Yes,64,5129.3
No,Two year,1266-NZYUI,Yes,Yes,Female,DSL,Yes,66.85,0,0,No,Yes,No,Yes,Bank transfer (automatic),Yes,No,No,No,Yes,72,4758.8
No,Two year,1270-XKUCC,Yes,No internet service,Female,No,No,19.7,0,0,No internet service,No internet service,No,Yes,Mailed check,Yes,No,No internet service,No internet service,No internet service,30,599.25
No,Two year,1271-UODNO,No,No,Male,DSL,Yes,53.85,0,0,No,No,Yes,No,Credit card (automatic),Yes,No,No,No,Yes,39,2200.7
No,Two year,1291-CUOCY,No,Yes,Male,Fiber optic,Yes,110.6,0,0,Yes,No,Yes,Yes,Credit card (automatic),Yes,No,Yes,Yes,Yes,72,7962.2
No,Two year,1293-BSEUN,Yes,No internet service,Female,No,No,20.7,0,0,No internet service,No internet service,Yes,Yes,Mailed check,Yes,No,No internet service,No internet service,No internet service,72,1482.3
No,Two year,1298-PHBTI,Yes,No,Male,Fiber optic,Yes,84.8,0,0,Yes,No,Yes,Yes,Electronic check,Yes,No,No,No,Yes,71,6152.4
No,Two year,1299-AURJA,Yes,No internet service,Female,No,Yes,24.7,2,0,No internet service,No internet service,No,Yes,Bank transfer (automatic),Yes,No,No internet service,No internet service,No internet service,70,1685.9
No,Two year,1302-TPUBN,No,No internet service,Male,No,No,19.35,4,0,No internet service,No internet service,No,No,Bank transfer (automatic),Yes,No,No internet service,No internet service,No internet service,66,1240.8
No,Two year,1303-SRDOK,Yes,No,Female,Fiber optic,No,69.05,0,3,No,No,Yes,Yes,Credit card (automatic),Yes,No,No,No,No,55,3842.6
No,Two year,1304-SEGFY,No,Yes,Female,Fiber optic,Yes,97.85,0,0,No,No,Yes,Yes,Electronic check,Yes,No,Yes,Yes,No,72,6841.3
No,Two year,1306-RPWXZ,Yes,No internet service,Female,No,No,20.45,0,0,No internet service,No internet service,No,No,Credit card (automatic),Yes,No,No internet service,No internet service,No internet service,49,1024.65
No,Two year,1320-GVNHT,Yes,Yes,Male,Fiber optic,Yes,108.4,0,5,Yes,Yes,Yes,Yes,Credit card (automatic),Yes,No,Yes,Yes,No,72,7767.25
No,Two year,1325-USMEC,No,Yes,Male,Fiber optic,Yes,99.35,0,0,Yes,Yes,Yes,Yes,Credit card (automatic),Yes,No,Yes,No,No,70,6944.5
No,Two year,1328-EUZHC,No,No internet service,Female,No,No,20.1,0,0,No internet service,No internet service,No,Yes,Mailed check,Yes,No,No internet service,No internet service,No internet service,18,370.5
No,Two year,1335-MXCSE,Yes,Yes,Male,DSL,No,55.25,0,0,No,No,Yes,Yes,Credit card (automatic),Yes,No,No,No,Yes,55,3119.9
No,Two year,1352-HNSAW,Yes,Yes,Female,Fiber optic,Yes,115.6,0,4,Yes,Yes,Yes,Yes,Bank transfer (automatic),Yes,No,Yes,Yes,Yes,72,8220.4
No,Two year,1354-YZFNB,Yes,No internet service,Male,No,No,19.55,3,0,No internet service,No internet service,No,Yes,Credit card (automatic),Yes,No,No internet service,No internet service,No internet service,4,68.8
No,Two year,1371-DWPAZ,Yes,Yes,Female,DSL,No phone service,56.05,0,0,Yes,Yes,No,Yes,Credit card (automatic),No,No,Yes,No,Yes,0,
No,Two year,1395-WSWXR,No,No internet service,Male,No,No,20.75,0,0,No internet service,No internet service,No,No,Mailed check,Yes,No,No internet service,No internet service,No internet service,24,487.05
No,Two year,1399-OUPJN,Yes,No internet service,Female,No,No,19.75,0,0,No internet service,No internet service,No,Yes,Bank transfer (automatic),Yes,No,No internet service,No internet service,No internet service,57,1272.05
No,Two year,1400-WIVLL,No,Yes,Male,Fiber optic,Yes,107.95,0,0,No,No,No,Yes,Electronic check,Yes,No,Yes,Yes,Yes,57,5969.85
No,Two year,1403-GYAFU,Yes,No internet service,Male,No,No,20.05,0,6,No internet service,No internet service,No,Yes,Credit card (automatic),Yes,No,No internet service,No internet service,No internet service,70,1360.25
No,Two year,1407-DIGZV,Yes,No internet service,Female,No,No,19.1,0,0,No internet service,No internet service,No,Yes,Mailed check,Yes,No,No internet service,No internet service,No internet service,3,52
No,Two year,1409-PHXTF,No,Yes,Male,Fiber optic,Yes,110.45,1,0,Yes,No,Yes,Yes,Electronic check,Yes,Yes,Yes,Yes,Yes,54,6077.75
No,Two year,1414-YADCW,No,No,Male,Fiber optic,No,84.6,0,0,Yes,Yes,No,Yes,Bank transfer (automatic),Yes,No,No,No,Yes,70,5706.2
No,Two year,1428-IEDPR,No,Yes,Male,Fiber optic,Yes,109.3,1,0,No,Yes,Yes,No,Electronic check,Yes,No,Yes,Yes,Yes,52,5731.4
No,Two year,1431-AIDJQ,Yes,Yes,Male,DSL,No,82.1,0,0,Yes,No,No,Yes,Credit card (automatic),Yes,No,Yes,Yes,Yes,33,2603.1
No,Two year,1452-UZOSF,Yes,Yes,Male,Fiber optic,Yes,106.1,0,0,Yes,Yes,Yes,Yes,Credit card (automatic),Yes,No,Yes,No,Yes,72,7548.6
No,Two year,1455-HFBXA,No,Yes,Male,Fiber optic,Yes,91.6,0,0,No,Yes,Yes,Yes,Credit card (automatic),Yes,No,No,No,Yes,52,4627.8
No,Two year,1459-QNFQT,Yes,Yes,Male,DSL,No phone service,59.5,0,0,No,Yes,No,Yes,Bank transfer (automatic),No,No,Yes,Yes,Yes,70,4144.8
No,Two year,1460-UZPRJ,No,No internet service,Male,No,No,19.95,0,0,No internet service,No internet service,No,Yes,Mailed check,Yes,No,No internet service,No internet service,No internet service,60,1258.15
No,Two year,1468-DEFNC,Yes,No internet service,Male,No,Yes,24.4,0,0,No internet service,No internet service,Yes,Yes,Bank transfer (automatic),Yes,Yes,No internet service,No internet service,No internet service,64,1548.65
No,Two year,1480-BKXGA,No,Yes,Male,Fiber optic,Yes,116.05,0,6,Yes,Yes,Yes,Yes,Bank transfer (automatic),Yes,Yes,Yes,Yes,Yes,72,8404.9
No,Two year,1488-PBLJN,Yes,Yes,Female,Fiber optic,Yes,116.85,0,0,Yes,Yes,Yes,Yes,Bank transfer (automatic),Yes,No,Yes,Yes,Yes,72,8477.7
No,Two year,1494-EJZDW,Yes,No internet service,Female,No,No,20.15,2,0,No internet service,No internet service,No,Yes,Mailed check,Yes,No,No internet service,No internet service,No internet service,10,220.8
No,Two year,1498-NHTLT,Yes,Yes,Male,DSL,No,86.75,0,0,Yes,Yes,Yes,Yes,Electronic check,Yes,No,Yes,Yes,Yes,59,5186
No,Two year,1506-YJTYT,Yes,No,Male,DSL,Yes,73.85,2,0,Yes,Yes,No,Yes,Credit card (automatic),Yes,No,Yes,No,Yes,45,3371
No,Two year,1525-LNLOJ,Yes,Yes,Male,DSL,Yes,63.3,0,0,No,No,Yes,Yes,Bank transfer (automatic),Yes,No,Yes,No,No,66,4189.7
No,Two year,1535-VTJOQ,No,No internet service,Female,No,Yes,25.15,0,0,No internet service,No internet service,No,No,Credit card (automatic),Yes,No,No internet service,No internet service,No internet service,24,553
No,Two year,1545-JFUML,No,Yes,Male,Fiber optic,Yes,99,4,0,Yes,Yes,Yes,Yes,Electronic check,Yes,No,Yes,No,No,71,6994.6
No,Two year,1555-HAPSU,Yes,No internet service,Female,No,Yes,23.9,0,0,No internet service,No internet service,No,Yes,Credit card (automatic),Yes,No,No internet service,No internet service,No internet service,71,1663.5
No,Two year,1557-EMYVT,No,Yes,Female,Fiber optic,Yes,115.05,0,0,Yes,Yes,No,No,Credit card (automatic),Yes,No,Yes,Yes,Yes,43,4895.1
No,Two year,1568-BEKZM,No,Yes,Male,DSL,Yes,90.05,0,0,Yes,Yes,No,Yes,Credit card (automatic),Yes,Yes,Yes,Yes,Yes,70,6333.4
No,Two year,1568-LJSZU,Yes,Yes,Male,DSL,Yes,92.2,0,0,Yes,Yes,Yes,Yes,Credit card (automatic),Yes,No,Yes,Yes,Yes,68,6392.85
No,Two year,1574-DYCWE,Yes,No internet service,Female,No,No,19.95,0,0,No internet service,No internet service,No,Yes,Mailed check,Yes,No,No internet service,No internet service,No internet service,51,1028.75
No,Two year,1576-PFZIW,No,Yes,Male,Fiber optic,No,105.35,0,0,Yes,Yes,No,Yes,Credit card (automatic),Yes,Yes,Yes,Yes,No,70,7511.9
No,Two year,1591-XWLGB,No,No internet service,Female,No,No,19.85,0,0,No internet service,No internet service,No,Yes,Credit card (automatic),Yes,No,No internet service,No internet service,No internet service,71,1379.6
No,Two year,1619-YWUBB,No,No internet service,Female,No,Yes,24.95,0,0,No internet service,No internet service,Yes,Yes,Credit card (automatic),Yes,No,No internet service,No internet service,No internet service,68,1614.9
No,Two year,1621-YNCJH,No,Yes,Female,Fiber optic,Yes,106.05,5,2,Yes,Yes,Yes,Yes,Credit card (automatic),Yes,No,No,Yes,Yes,36,3834.4
No,Two year,1627-AFWVJ,No,No internet service,Female,No,No,19.4,0,0,No internet service,No internet service,No,No,Mailed check,Yes,No,No internet service,No internet service,No internet service,29,554.25
No,Two year,1635-HDGFT,Yes,No internet service,Female,No,No,20.5,0,0,No internet service,No internet service,No,No,Mailed check,Yes,No,No internet service,No internet service,No internet service,19,398.55
No,Two year,1635-NZATJ,No,No internet service,Male,No,Yes,25.45,0,0,No internet service,No internet service,No,Yes,Credit card (automatic),Yes,Yes,No internet service,No internet service,No internet service,71,1789.65
No,Two year,1642-HMARX,No,Yes,Female,DSL,Yes,91.7,0,0,Yes,Yes,Yes,Yes,Electronic check,Yes,No,Yes,Yes,Yes,68,6424.7
No,Two year,1657-DYMBM,No,No internet service,Male,No,No,19.9,0,0,No internet service,No internet service,No,Yes,Credit card (automatic),Yes,No,No internet service,No internet service,No internet service,53,1110.05
No,Two year,1676-MQAOA,No,Yes,Male,DSL,No,75.1,0,0,Yes,Yes,Yes,No,Bank transfer (automatic),Yes,No,Yes,No,Yes,72,5336.35
No,Two year,1699-TLDLZ,Yes,No internet service,Female,No,No,19.7,0,0,No internet service,No internet service,No,Yes,Mailed check,Yes,No,No internet service,No internet service,No internet service,16,301.55
No,Two year,1699-UOTXU,No,Yes,Male,DSL,No,61.4,0,0,Yes,Yes,No,No,Electronic check,Yes,No,No,No,No,60,3638.25
No,Two year,1705-GUHPV,No,No internet service,Female,No,Yes,24.2,0,0,No internet service,No internet service,No,No,Mailed check,Yes,No,No internet service,No internet service,No internet service,63,1618.2
No,Two year,1709-EJDOX,Yes,No internet service,Female,No,No,19.75,5,0,No internet service,No internet service,No,Yes,Mailed check,Yes,No,No internet service,No internet service,No internet service,47,948.9
No,Two year,1716-LSAMB,Yes,No,Male,DSL,No,54.65,0,0,No,Yes,No,Yes,Bank transfer (automatic),Yes,No,No,No,Yes,45,2553.7
No,Two year,1734-ZMNTZ,Yes,No internet service,Female,No,Yes,25,0,0,No internet service,No internet service,No,Yes,Mailed check,Yes,No,No internet service,No internet service,No internet service,11,300.7
No,Two year,1741-WTPON,Yes,Yes,Male,Fiber optic,Yes,115.85,0,0,Yes,Yes,No,Yes,Mailed check,Yes,No,Yes,Yes,Yes,56,6567.9
No,Two year,1764-VUUMT,Yes,No internet service,Male,No,No,19.95,2,6,No internet service,No internet service,No,No,Credit card (automatic),Yes,No,No internet service,No internet service,No internet service,66,1269.1
No,Two year,1767-CJKBA,No,No internet service,Male,No,Yes,25.1,0,0,No internet service,No internet service,No,No,Mailed check,Yes,No,No internet service,No internet service,No internet service,66,1697.7
No,Two year,1775-KWJKQ,Yes,Yes,Male,DSL,Yes,89.85,0,0,Yes,Yes,No,Yes,Credit card (automatic),Yes,No,Yes,Yes,Yes,72,6562.9
No,Two year,1779-PWPMG,No,Yes,Female,Fiber optic,Yes,114.65,0,0,Yes,Yes,Yes,Yes,Bank transfer (automatic),Yes,Yes,Yes,Yes,Yes,72,8333.95
No,Two year,1790-NESIO,No,No internet service,Female,No,No,20.4,0,0,No internet service,No internet service,Yes,No,Mailed check,Yes,No,No internet service,No internet service,No internet service,13,261.3
No,Two year,1813-JYWTO,No,No,Female,Fiber optic,Yes,80.45,0,0,No,Yes,No,Yes,Bank transfer (automatic),Yes,No,No,No,No,72,5737.6
No,Two year,1814-WFGVS,Yes,Yes,Male,DSL,No phone service,48.9,0,0,No,Yes,No,Yes,Mailed check,No,No,Yes,No,Yes,72,3527
No,Two year,1820-DJFPH,Yes,No internet service,Female,No,Yes,24.05,0,0,No internet service,No internet service,Yes,Yes,Bank transfer (automatic),Yes,No,No internet service,No internet service,No internet service,72,1709.15
No,Two year,1821-BUCWY,No,Yes,Male,DSL,No,55.65,0,0,No,Yes,Yes,No,Mailed check,Yes,No,No,No,No,30,1653.85
No,Two year,1830-GGFNM,Yes,Yes,Male,Fiber optic,Yes,94.55,0,0,Yes,Yes,No,Yes,Credit card (automatic),Yes,No,No,No,Yes,65,6078.75
No,Two year,1830-IPXVJ,Yes,No internet service,Female,No,No,19.75,0,0,No internet service,No internet service,No,Yes,Credit card (automatic),Yes,No,No internet service,No internet service,No internet service,61,1311.6
No,Two year,1832-PEUTS,Yes,Yes,Male,Fiber optic,Yes,89.1,0,0,No,No,Yes,Yes,Credit card (automatic),Yes,No,Yes,No,No,62,5411.65
No,Two year,1837-YQUCE,No,Yes,Female,DSL,No phone service,58.35,0,0,No,Yes,Yes,No,Bank transfer (automatic),No,No,Yes,Yes,Yes,70,4214.25
No,Two year,1839-FBNFR,Yes,No internet service,Female,No,No,19.85,0,0,No internet service,No internet service,Yes,Yes,Bank transfer (automatic),Yes,No,No internet service,No internet service,No internet service,39,854.8
No,Two year,1841-YSJGV,No,No,Male,Fiber optic,Yes,109.95,0,0,Yes,Yes,Yes,Yes,Credit card (automatic),Yes,No,Yes,Yes,Yes,72,7852.4
No,Two year,1843-TLSGD,Yes,No internet service,Female,No,No,20.85,0,0,No internet service,No internet service,No,Yes,Mailed check,Yes,No,No internet service,No internet service,No internet service,13,272.35
No,Two year,1852-QSWCD,Yes,No internet service,Male,No,Yes,24.8,0,0,No internet service,No internet service,Yes,Yes,Mailed check,Yes,No,No internet service,No internet service,No internet service,64,1514.85
No,Two year,1862-QRWPE,Yes,No internet service,Female,No,No,20.65,0,0,No internet service,No internet service,No,Yes,Bank transfer (automatic),Yes,No,No internet service,No internet service,No internet service,48,1057
No,Two year,1891-QRQSA,Yes,Yes,Male,Fiber optic,Yes,111.6,0,0,No,Yes,Yes,Yes,Bank transfer (automatic),Yes,Yes,Yes,Yes,Yes,64,7099
No,Two year,1897-OKVMW,Yes,Yes,Female,DSL,Yes,90.6,0,0,Yes,Yes,Yes,Yes,Mailed check,Yes,No,Yes,Yes,Yes,64,5817.45
No,Two year,1904-WAJAA,Yes,Yes,Female,DSL,Yes,64.35,2,0,Yes,Yes,No,Yes,Electronic check,Yes,No,No,No,No,24,1558.65
No,Two year,1926-QUZNN,No,No internet service,Female,No,Yes,25.25,0,0,No internet service,No internet service,Yes,Yes,Bank transfer (automatic),Yes,No,No internet service,No internet service,No internet service,72,1841.2
No,Two year,1927-QEWMY,No,No internet service,Female,No,No,20.5,2,0,No internet service,No internet service,No,Yes,Credit card (automatic),Yes,No,No internet service,No internet service,No internet service,72,1502.25
No,Two year,1930-QPBVZ,Yes,No,Male,Fiber optic,No,95.1,0,0,Yes,Yes,No,Yes,Bank transfer (automatic),Yes,No,No,Yes,Yes,68,6683.4
No,Two year,1936-CZAKF,No,No,Male,DSL,No phone service,49.65,0,0,Yes,No,No,Yes,Credit card (automatic),No,No,Yes,Yes,No,49,2409.9
No,Two year,1936-UAFEH,No,No,Female,Fiber optic,Yes,110.25,4,0,Yes,Yes,No,No,Credit card (automatic),Yes,No,Yes,Yes,Yes,68,7279.35
No,Two year,1937-OTUKY,No,Yes,Female,Fiber optic,Yes,98.2,0,6,No,Yes,Yes,Yes,Bank transfer (automatic),Yes,No,Yes,No,Yes,72,7015.9
No,Two year,1945-XISKS,No,No internet service,Female,No,No,19.65,0,0,No internet service,No internet service,No,Yes,Mailed check,Yes,No,No internet service,No internet service,No internet service,67,1335.2
No,Two year,1951-IEYXM,Yes,Yes,Male,DSL,Yes,90.6,0,0,Yes,Yes,Yes,Yes,Credit card (automatic),Yes,No,Yes,Yes,Yes,72,6441.85
No,Two year,1955-IBMMB,No,No internet service,Male,No,No,20.2,0,0,No internet service,No internet service,Yes,No,Bank transfer (automatic),Yes,No,No internet service,No internet service,No internet service,59,1192.3
No,Two year,1960-UOTYM,Yes,Yes,Male,DSL,No,79.2,2,0,Yes,Yes,No,Yes,Electronic check,Yes,No,Yes,Yes,No,52,4016.3
